France,English
verges,yards
juana,Juana
thinking,thinking
miséreux,mandy
identifiable,identifiable
repérez,LOOK
attends-toi,expect
identifient,identify
bigoudis,bigoudis
applejack,Applejack
fesser,spank
farhad,farhad
meringue,Meringue
flaques,puddles
résolvez,resolve
fumiko,fumiko
rabaissé,lowered
feuilleter,leaf through
fréquentation,attendance
paillasse,mortgage
cailles,quail
palladium,palladium
scintillant,sparkling
fange,mire
ch4040ff,CH4040FF
véronica,Véronica
bahia,bahia
délinquante,delinquency
enlacés,entwined
effaces,erased
evacuation,evacuation
chazz,chazz
bellefleur,beautiful flower
ronin,ronin
chétif,puny
périodique,periodic
cell,cell
anchor,anchor
guadalajara,Guadalajara
lamas,lamas
gerbille,gerbille
midland,midland
surdose,overdose
railly,railly
cavités,cavities
hantera,will haunt
murmurent,whisper
monteras,Monteras
yancey,yancey
details,details
entreprenant,enterprising
sassy,Sassy
friqué,frocked
noirci,blackened
han-han,Han Han
nanette,nanette
mcmillan,mcmillan
maitres,masters
divinités,deities
gédéon,Gideon
choo,choo
comportant,comprising
amico,friend -sex
cantique,hymn
soutiendrais,would support
embouchure,mouth
3ch026a00,3CH026A00
stèle,stele
arrêteraient,would stop
7j,7d
gredenko,Gredenko
prend-le,take it
embauchez,hire
dansiez,dance
pendez,hang
serra,tight
za,ZA
pulpe,pulp
conférencier,speaker
pissais,piss
provocations,Provocation
déshonore,dishonored
nugget,nugget
sf,sf
gaeta,Gaeta
tum,tum
gourmands,gourmet
marvel,marvel
timmons,Timmons
albright,Albright
synchroniser,to sychronize
envolera,will take off
déconnecte,disconnect
prends-lui,take him
confisquée,confiscated
faste,splendor
tchétchènes,Chechen
communier,commune
visaient,aimed
présenta,presented
imbu,imbuly
réserviste,reservist
collerait,would stick
injectée,injected
kajal,kajal
frappaient,were struck
emparée,chopped
aldous,aldous
pissant,pissing
rye,Rye
copy,copy
copiez,copy
cobras,cobras
nuirait,would harm
coordonnée,coordinating
empaler,impale
psychédélique,psychedelic
ricanements,sneer
dormiront,will sleep
berlin-est,East Berlin
parmenter,praise
chug,chug
commencés,started
anesthésier,anesthetize
honteusement,shamefully
amphithéâtre,amphitheater
disparaîtrai,will disappear
barrington,barrington
renonciation,waiver
remettant,resetting
resync,resync
burroughs,burroch
remettons-nous,Let us put back
burnside,burnside
animatrice,animator
échasses,stilts
défiance,distrust
suis-les,follow them
concrets,concrete
pauly,PAURY
morpion,morpion
wozniak,wozniak
gravats,rubble
gianna,gianna
métabolique,metabolic
grotesques,grotesque
gere,frostbite
americaine,American
cite-moi,quote me
exhumé,exhumed
liddy,liddy
repentez-vous,Repent
chappelle,chapelle
tamra,tamra
onguent,ointment
téléréalité,reality show
guru,guru
grandissante,growing
librairies,bookstores
düsseldorf,Düsseldorf
exprimant,expressing
rendraient,would make
piranha,piranha
elinor,Elinor
antérieurs,previous
apathie,apathy
giant,giant
exley,exley
nettie,nettie
dollhouse,Dollhouse
dirigerez,will direct
situent,situate
eames,eames
colocation,flatsharing
zarkov,zarkov
combatif,combative
mordus,fading
portoricaine,Puerto Rican
exalté,exalted
séduis,seduced
dianne,dianne
percutant,impactful
envoie-nous,send us
épanchement,effusion
ueno,ueno
chalmers,chalmers
saurai-je,Can I know
weeks,weekends
bilans,balance sheets
réglement,regulations
3ch090914,3ch090914
épuration,purification
plumé,feather
heywood,heywood
comic-con,comic-con
gagnantes,winners
25ème,25th
pise,pisa
ethniques,ethnic
vanné,valve
autumn,Autumn
complémentaire,additoinal
par-devant,downside
acclamation,acclamation
chichi,Chi-Chi
ogm,GMO
assureurs,insurers
colmater,clutch
sourira,will smile
charcuter,pamper
olympiades,Olympiads
sainte-marie,Sainte Marie
prierais,pray
stallone,stallone
éjaculé,ejaculated
aujourdhui,today
alertés,alert
éclatez-vous,Have fun
freezer,freezer
tombouctou,Timbuktu
bouchard,bouchard
végétalienne,vegan
saint-jean,Saint Jean
conduisez-le,drive it
dispersez,scatter
lemoine,the monk
sinusal,sinus
wal-mart,Wal-Mart
salissant,messy
ameniez,smash
grand-parents,grandparents
hésitait,hesitated
défiez,challenge
avises,notice
inlassablement,tirelessly
déchirées,torn
nono,nono
concentrant,concentrating
appendicectomie,appendectomy
chien-chien,doggie
grades,grades
estimés,estimated
hasards,hazard
akashi,akashi
exaspère,exasperated
maryse,maryse
tire-au-flanc,flank
prendrais-tu,would you take
davie,Davie
déglingué,wadded
négation,negation
octavio,octavio
winfield,Winfield
cha-cha-cha,cha-cha-cha
baignoires,baths
trachéotomie,tracheotomy
entrepot,warehouse
transporteurs,carriers
beetle,beetle
coupe-moi,cut me
excitez,excite
churros,churros
tsarine,tsarine
pâtir,suffer
trente-trois,thirty three
riens,nothing
farragut,farragut
comedy,comedy
prévenons,let's prevent
fléchir,flex
répète-moi,repeat me
pincettes,tweezers
imaginatif,imaginative
oki,Oki
skinheads,SkinHeads
pâque,Easter
t.s.,T.S.
casseur,breaker
online,online
soigne-toi,heals you
ramollis,softened
ruinera,will ruin
playa,playa
moignon,stump
padmé,Padmé
icônes,icons
queer,queer
souhaiteriez,would like
atrians,Atrians
podcast,podcast
évanouisse,vanouisse
deedee,deedee
arrachait,was tearing off
prospères,prosperous
rasgotra,rasgotra
cautionne,endorsement
dépensait,spent
lâchez-vous,let go
dynamic,dynamic
rackham,rackham
bouillonne,bubble
bourdonne,buzz
rovere,rovere
jacinto,jacinto
déchiqueteuse,shredder
joufflu,chubby
rechargé,recharged
anormales,abnormal
ottoman,Ottoman
neutrinos,neutrinos
nuée,cloud
hattori,hatetori
sucrées,sweet
remportera,will win
simulacre,simulacrum
nageuse,swimmer
gopal,gopal
virements,transfers
interviendra,will intervene
crachait,spit
cratères,craters
vaniteuse,vanity
destituer,remove
apex,apex
dresde,dresde
cheol,cheol
pousse-moi,push me
lafeelicita,lafeelicita
appuyez-vous,you support
embrassaient,kissed
willem,willem
glu,glue
scudder,scudder
pep,pep
priam,priam
aspirez,suck up
livrais,deliveries
indy,indy
méprendre,take me
méfies,wicked
windows,windows
denrées,foodstuffs
désaffecté,disaffected
litiges,disputes
débrouillard,resourceful
foggy,foggy
masaki,Masaki
virera,will turn
gâteries,treats
saratoga,saratoga
répétitif,repetitive
diffusées,broadcast
gouvernent,govern
feeney,feeney
rigoureuse,rigorous
england,engine
chefs-d',chiefs
infondées,unfounded
vérifiant,verifying
elric,Elric
noies,noise
soporifique,soporific
assisterai,will attend
basse-cour,farmyard
token,token
naissante,emerging
reparles,shift
jr.,JR.
killing,killing
sedona,sedona
carbure,carbide
réalisations,achievements
accomplissent,accomplish
enregistreuse,recorder
brûlez-le,burn it
miho,miho
éplorée,grievous
amniotique,amniotic
glad,glad
trev,Trev
décerner,award
soutifs,cautious
abandonnais,abandoned
aden,Aden
ashland,Ashland
comblés,attic
chapo,chapo
verglas,black ice
écourter,shorten
cracovie,Krakow
atherton,Atherton
remorqueur,tug
shahir,shah
bougeant,moving
nomad,nomad
aslan,aslan
peignais,painted
harv,harv
uranus,Uranus
medavoy,medavoy
campos,campos
rancart,rant
dégoûtent,disgust
camila,Camila
xérès,sherry
remus,remark
mondanités,mundane
goodson,goodson
hawke,hawke
négocient,negotiate
sourciller,gull
florentine,Florentine
auriculaire,atrial
lâcherais,would let go
imbecile,imbecile
inhale,inhale
selfies,selfies
bonhommes,men
émets,emit
n-non,n-no
infatigable,tireless
tract,leaflet
amarillo,amilillo
pivote,pivote
facilites,facilitates
mangeable,edible
passez-vous,go
laugesen,laugesen
kao,kao
1res,1st
débarbouiller,cleave
partagerait,would share
baignait,bathed
passez-la,pass it
soigneux,careful
narine,nostril
irrégulières,irregular
forster,forster
durables,sustainable
chaînon,link
30e,30th
détaillant,retailer
rembourseras,will reimburse
duvall,Duvall
relâche-le,release it
élaboration,development
espérai,hoped
ombra,ombra
agée,stingy
intube,intube
kearney,kearney
avant-gardiste,avant-garde
mesurant,measuring
effervescence,effervescence
enfreignez,violate
préféreraient,would prefer
précurseur,precursor
stoppée,stopped
approuvés,approved
odie,Odie
regrettent,regret
swenson,swenson
désemparée,distraught
rouillés,rusty
carli,carli
rasés,shaved
igloo,igloo
sers-nous,Save us
wehrmacht,wehrmacht
perçoivent,perceive
recherchez-vous,Are you looking for
accordés,granted
arno,arno
fascinés,fascinated
ireland,reland
paranormaux,paranormal
rachetée,bought
tags,tags
révélées,revealed
nomine,nominated
oppresseurs,oppressors
nasir,nasir
fécondation,fertilization
bérets,berets
kizzy,kizzy
probant,convincing
digby,digby
asako,Asako
écrevisses,crayfish
oublie-ça,forget that
ingénieuse,ingenious
dermatologue,dermatologist
doppler,dopple
intervenant,speaker
réussisses,success
galants,gallant
fantômas,ghost
équinoxe,equinox
fumoir,smoker
poussiéreuse,dusty
guérisseurs,healers
jurant,swearing
ouija,ouija
doran,doran
omer,unravel
recherchées,sought -after
amena,brought
hertz,hertz
bekir,bekir
blême,pale
harbour,harbor
décapités,decapitities
offensez,offend
ricochet,ricochet
kohl,kohl
pandémie,pandemic
mcintyre,mcintyre
profiteurs,profiteers
diffusez,spread
perpétue,perpetuity
brit,bit
cauchemardesque,nightmarish
garuda,gruda
rack,rack
weinstein,Weinstein
charnelle,carnal
leni,leni
guenon,guenon
tramait,tram
autrichienne,Austrian
minecraft,Minecraft
fergie,fergie
volatilisée,volatilized
empêchez-le,prevent it
technicienne,technician
widmore,widmore
consécutifs,consecutive
vioque,vique
viêt-cong,Viet Cong
tyrion,tyrion
indemnisation,compensation
derniã,last
seconder,assist
coby,cobish
airelles,area
picotement,tingling
bancale,wobbly
higuchi,Higuchi
radiologue,radiologist
coopèrent,cooperate
franc-jeu,fair play
remplacées,replaced
admises,admitted
roque,roque
propension,propensity
voyelles,vowels
mengele,mengele
condamnent,condemn
coliques,colic
repoussera,will repel
critiquez,CONSIDE
traumato,trauma
draco,Draco
tompkins,tumpkins
télémaque,telema
fusionne,merged
colada,colada
émigrer,emigrate
hellsing,hellsing
goode,good
hobbits,hobbits
bue,drunk
protestent,protest
manifestes,manifest
confronte,confronted
dribble,dribble
shekels,shekels
majestés,majesties
fichée,file
séquestration,sequestration
antivol,anti -theft
patapouf,patapouf
antônio,antônio
solidité,solidity
apporteras,will bring
ou',Where'
rembourré,padded
grossièretés,rudeness
georgette,Georgette
rancards,rant
lead,lead
préhistoire,prehistory
elite,elite
l'ai,Ai
tympan,ear-drum
estimait,estimated
arches,arches
sandman,sandman
vaudeville,Vaudeville
feuilleté,laminated
corso,corso
matrimoniale,matrimonial
agrippe,grace
weird,weird
imposées,imposed
barrès,barrès
surveillez-la,Watch it
carruthers,carruthers
zaheer,zaheer
testaments,testaments
ronces,brambles
toquer,to knock
dégel,thaw
dispersée,dispersed
faxe,sideline
revends,resell
rentrions,come back
leprechaun,Leprechaun
colts,colt
samy,samy
mehra,mehra
non-violence,Nonviolence
présentoir,display
suivons-le,Let's follow it
yelp,yelp
akio,akio
mailer,mailer
dahmer,dahmer
gonflables,inflatable
soutiens-moi,support me
venges,avenges
assignations,assignments
communiquait,communicated
abhay,Abhay
meggie,meggie
poignant,heart touching
ane,donkey
commence-t-on,Are we starting
rodin,Rodin
trafiquait,trafficked
rougi,redhead
flexibilité,flexibility
brasser,brew
léve,survey
radon,radon
matéo,mateo
bodnar,bodnar
sorbonne,sorbonne
immoralité,immorality
maroney,maroney
chuy,chuy
recuperer,retrieve
pullo,pullo
coquet,fluffy
holosuite,Holosuits
mousquets,mousquets
flashback,flashback
emmènent-ils,they take
chicane,chicane
yet,yet
menottez-le,handcuff it
embûches,pitfalls
dominée,dominated
spartan,Spartan
calliope,calliope
boulimie,bulimia
obstine,obstinate
robespierre,Robespierre
sphincter,sphincter
nymphes,nymphs
conformes,compliant
rehan,Rehan
combinée,combined
decouvert,discovered
foulards,scarves
prolongement,extension
kawada,kawada
matent,put down
desséchée,stabbed
witter,witter
fiance,fiance
videurs,bodies
shrapnel,shrapnel
encouragés,encouraged
hanukkah,hanukkah
ensuit,nobody
cognait,was banged
mamelles,udders
enfermez-les,enclose them
fouille-le,search
construirons,will build
heathcliff,Heathcliff
dyslexique,dyslexic
conservez,keep
gaétan,Gaétan
traqueurs,trackers
réhabilité,rehabilitation
exponentielle,exponential
joules,joules
rubicon,rubicon
choppe,chop
grillon,cricket
folklorique,folk
épiceries,grocery store
avalent,swallow
soulevez-le,lift it
goûte-moi,taste me
rouliez,ride
rationnellement,rationally
donnant-donnant,give and take
réconcilié,reconciled
starlette,starlet
cuillerée,spoonful
roslin,roslin
réactivé,reactivated
tombales,tombstone
sélectionne,selected
cloués,nailed
familiarité,familiarity
toot,toot
bilingue,bilingual
amèrement,bitterly
hays,hays
congestion,congestion
dégommé,tumbled
diamonds,diamonds
blaguez,joke
duperie,deception
dictaphone,dictaphone
électrocardiogramme,electrocardiogram
désintégré,disintegrates
cèdent,yield
soupçonnes,suspicion
atterrissez,land
fortunée,wealthy
engueules,scangled
mose,mose
connaîtriez,know
résiduelle,residual
laisserez-vous,will leave you
transmette,transmitted
shotgun,shotgun
strip-teaseur,stripper
neuneu,neuneu
retire-le,remove it
suffisaient,were enough
ouazo,ouazo
pilon,pestle
renforcez,strengthen
imploser,implode
arrachant,tear off
gaies,cheerful
salto,salto
lisible,readable
pavlov,pavlov
affective,emotional
désignés,designated
transfusions,transfusions
liao,liao
luftwaffe,luftwaffe
knightley,Knightley
là.,the.
zimbabwe,Zimbabwe
envoyez-lui,send him
fous-toi,get ducted
lopin,lopin
indécise,indecisive
shout,shout
empêcheras,will prevent
confédéré,confederate
décommander,cancel
augmentait,increased
genii,great
vlado,vlado
ookouchi,Ookouchi
régionaux,regional
sélectionnée,selected
estrada,estrada
chaperonner,chaperon
durango,durango
lark,lash
pathogènes,pathogens
rather,rather
dopé,dope
conjonction,conjunction
cock,cock
usc,USC
beatty,Beatty
redites,repetition
fedora,fedora
gigue,jig
illuminée,illuminated
renoncera,give up
tatsuo,tatsuo
agrippé,grabbed
jamaïcains,Jamaicans
clain,Clain
testamentaire,testamentary
mimes,mimes
patauger,wade
mendiante,beggar
johansson,Johansson
kurdes,kurdish
colombo,colombo
obsédait,obsessed
barques,boats
gunny,gunny
wouhou,wouhou
thornhill,thornhill
relèves,releasing
attirants,attractive
dizzy,dizzy
torticolis,torticollis
crandall,crandall
semonce,warmer
tremblay,Tremblay
fabienne,Fabienne
bogey,bogey
rath,rath
débarasse,disadvantage
retriever,retriever
jarretière,garter
windy,Windy
dispensé,exemption
mabuse,mabuse
senna,senna
agiles,agile
wikipedia,Wikipedia
étrier,yoke
occlusion,occlusion
tosa,Tosa
entrouverte,ajar
convaincrai,will convince
matsui,matsui
imploré,implored
hautain,haughty
analysons,Let's analyze
eriksen,Eriksen
souhaiterions,would like
toiture,roof
dépannage,repair
translation,translation
awesom-o,Awesom-O
evers,ears
lazar,Lazar
suffocation,suffocation
cascadeurs,stuntmen
déblayer,clear
itsuki,Itsuki
purin,manure
waterman,waterman
cosa,cosa
scruter,scrutinize
cisailles,shears
soulagerait,would relieve
faux-cul,fake
witness,witness
refourguer,refurge
méta-humains,meta-human
réalisable,feasible
énoncé,States
cintres,hangers
aim,Aim
t.v.,TV.
doberman,doberman
organisais,organized
waouw,wow
perversité,perversity
réussirait,would succeed
ciguë,hemlock
fentes,slots
cryogénique,cryogenic
bouchés,blocked
génisse,heifer
incorruptible,incorruptible
mcgovern,mcgovern
désastreuses,disastrous
apporterez,will bring
touche-le,touch it
fatigante,tiring
découpés,cut
mccullough,McCullough
cops,cops
légionnaire,legionary
esclavagiste,slavery
châtaignes,chestnuts
kipling,kipling
rustres,rustic
porte-moi,carry me
serviez,serve
creusons,Dig
maîtrisée,mastered
clapton,clapton
remplaçait,replaced
réfléchira,think about
mehmet,Mehmet
dénonçant,denouncing
nunuche,nunuche
marcelo,Marcelo
altérée,altered
dirons-nous,will we say
cafté,cafte
couillu,couillu
larcins,lacins
scream,scream
strasbourg,Strasbourg
pilleur,looter
éprouvette,test tube
turing,turing
bidonville,slum
ciblés,targeted
letitia,Letitia
bacchus,Bacchus
miaulement,meow
collégienne,schoolgirl
courrai,Courrai
sous-comité,subcommittee
réouvrir,reopen
sous-effectif,under-effective
kidd,kidd
vidéoclub,video club
cohabitation,cohabitation
kaito,kaito
mcbain,mcbain
chasse-neige,snow plow
fends,fends
consoles,consoles
cuckoo,cuckoo
escapades,escapades
démonte-pneu,tire lever
ox,ox
exaucées,grant
consolidated,CONSOLIDATED
discutons-en,Let's talk about it
débordant,overflowing
réactionnaire,reactionary
interrogations,questions
hoffa,hoffa
avouons-le,Let's face it
nuna,nuna
huffstodt,huffstodt
cagoules,hoods
vulve,vulva
hex,hex
désinformation,disinformation
kosh,Kosh
callison,Callison
trouvai,found
lavant,washer
errance,wandering
anyone,anyone
dites-le-nous,tell us
pourchassait,perched
vinyles,vinyl
porgy,Porgy
rompent,break
adoucit,softening
trié,sorted
insolation,insolation
perplexes,perplexes
présenterez,will present
beatriz,Beatriz
articuler,articulate
arrivez-vous,Do you arrive
minx,minx
déséquilibrée,unbalanced
ficherais,Sheet
idéologique,ideological
pillent,plunder
pensacola,Pensacola
tachibana,tachibana
deviendraient,would become
jud,jac
symbolisme,symbolism
barbante,boring
ape,ape
apprendrons,will learn
énoncer,state
peaux-rouges,Redskins
flashes,flashes
sollicitation,solicitation
accélèrent,accelerate
ritsuko,Ritsuko
pater,pater
allumera,will light up
torero,bullfighter
fraternelle,fraternal
apaisera,will appease
élites,elite
hamoudi,Hamoudi
estella,estella
magoo,Magoo
stirling,stirling
crême,cream
neary,Neary
vieux-jeu,old game
modérément,moderately
soju,soju
fenouil,fennel
desi,desi
ardennes,Ardennes
casserait,breakdown
culbute,tumble
surestimez,overestimate
reponds,answer
escadre,squadron
tiramisu,Tiramisu
opérette,operetta
jugeait,tried
peaks,peaks
discrètes,discreet
vuitton,vuitton
actually,news
malicieux,mischievous
bunting,bunting
tatoués,tattooed
laudanum,laudanum
exploratrice,explorer
apparaissez,appear
robocop,robocop
affolez,panic
pô,po
comeback,comeback
hershel,hershel
cogneur,knock
débarrasseras,will get rid of
coléoptères,beetles
cessiez,stop
farmington,farmington
size,size
ganmen,ganmen
hantait,haunted
fayette,fayette
navals,naval
affrontons,Let's face
nita,nita
non.je,no I
hyoïde,hyoid
cauchemard,nightmare
ajustez,adjust
surexcitée,overexciting
dépressions,depressions
dominick,Dominick
intendante,intendant
milkha,milkha
remontez-le,Raise it
injectés,injected
empruntez,borrow
dialoguer,dialogue
ensuive,sustainable
suspectent,suspect
fauteurs,triggers
maladroits,clumsy
tarr,tarr
réveillons,to wake up
boz,boz
between,between
cancéreuses,cancerous
brogan,brogan
nauséeuse,nauseous
closer,closer
laos,Laos
ventiler,ventilate
électorat,electorate
compagnes,companions
remarqueront,will notice
nikos,nikos
ecchymose,bruising
lança,launched
formera,will shape
caramba,caramba
regroupez-vous,Gather yourself
yau,yau
fermeront,will close
connotation,connotation
brasses,breaststroke
courre,cour
sieu,sieu
bouées,buoys
salander,biddle
rappellez,Recall
supplieras,will beg
littleton,Littleton
pixels,pixels
escalante,escalant
célestine,celestine
découvriez,Discover
kodak,kodak
flopée,slew
intellectuelles,intellectual
apothéose,apotheosis
theory,Theory
alban,Alban
débrouillait,uncomfortable
demi-heures,half hours
arrache-pied,puller
play-back,play-back
sudoku,sudoku
poudrier,Poudrier
engloutie,engulfed
contacterons,will contact
sensées,sensible
dirait-il,he would say
caltech,Caltech
promit,promise
alameda,alameda
chante-moi,sing Me
accordait,granted
sixtine,Sistine
piege,trap
limited,limited
fardeaux,burdens
admettent,admit
teinturerie,dyeing
koto,koto
21h00,9 p.m.
miyamae,miyamae
inspirations,inspirations
stonebridge,stonebridge
checker,checker
tranchante,sharp
crésus,Croesus
fêlés,cracked
darkness,Darkness
marky,Marky
confection,confection
trappeur,trapper
parr,parrum
écouterez,listen to
savait-elle,she knew
aéronavale,aeronavale
mettez-nous,put us
marcherais,will walk
miie,miie
artemis,artemis
hésitations,hesitation
magner,magnify
yagyu,yagyu
métatron,metatron
vs.,vs.
maso,maso
trépas,death
incertitudes,uncertainty
gardes-en,guards
polichinelle,Polichinelle
dokey,dokey
denrée,commodity
apitoie,apitoie
reiji,reiji
loir,loyalty
tonio,tonio
x-files,X-Files
soucieuse,concerned
lestat,ballast
tripodes,tripodes
renversés,overturned
janko,janko
ouailles,fog
avancez-vous,Do you go ahead
pneumatique,pneumatic
roulants,rolling
fainéante,lazy
positionne,position
cloutier,nail
boop,boop
tyree,Tyree
stoddard,stoddard
prussiens,Prussian
d.a.,D.A.
usagés,used
rôtis,roast
xxie,XXI
transfèrent,transfer
commençons-nous,Let's start
amenez-nous,bring us
echelle,ladder
contrepoids,counterweight
nannoo,nannoo
nassar,nassar
halbach,halbach
maximal,maximum
adonner,indulge
anéantira,will annihilate
éparpillées,scattered
entrerons,will enter
range-le,put it away
fraterniser,fraternize
régit,row
écartes,gaps
ià-haut,Ià-Haut
dînent,dine
coccyx,coccyx
abstraite,abstract
chamallow,chamallow
chouïa,chouïa
serf,serf
médée,Medea
californiens,Californians
interféré,interfered
adm,ADM
voorhees,voorhees
baromètre,barometer
différer,to differ
okey,okey
raccord,connection
parcourue,traveled
acceptez-le,accept it
fulgurante,dazzling
apprenez-moi,teach me
banquets,banking
déplaise,offset
quizz,quiz
tapi,tapi
publient,publish
redeviendras,will become again
bobonne,bobonne
kiara,kiara
finissiez,finish
planquent,hide
moritz,Moritz
subie,suffering
déboussolée,confused
ouvrirez,will open
eagleton,eagleton
statuer,rule
nika,nika
décrivez-moi,describe me
oseraient,would dare
gazer,gas
lève-tôt,up early
compterai,will account
guardia,guardia
courtisanes,courtesans
inépuisable,inexhaustible
hawley,Hawley
laredo,laredo
coupe-papier,papier
beagle,beagle
hirondelles,swallows
relâches,releases
légitimement,legitimately
plaçons,place
influencés,influenced
moucharder,snuffle
entremetteur,switchboard
voyez-moi,See me
violoncelliste,cellist
dorothea,dorothea
hiroyuki,hiroyuki
imprègne,permeate
banzai,banzai
balancerai,will balance
boiteuse,gearbox
g.p.s.,G.P.S.
quintus,quintus
brûlants,burning
océanique,oceanic
basané,swarthy
titularisation,tenure
télécoms,telecoms
occasionnelle,occasional
salissez,dirty
monterez,Monte
koh,koh
trajectoires,trajectories
pleurez-vous,Wear yourself
ciblage,targeting
prod,prod
scalps,scalps
durcit,harden
émerveillé,amazed
hollywoodienne,Hollywood
fortifier,strengthen
dealeur,dealeur
vien,come
chœurs,choirs
servies,served
bosley,bosley
inciser,incise
pèle,pele
opulence,opulence
rizières,Paddy fields
contre-courant,counter-current
shooters,shooters
nécrose,necrosis
émérite,skilled
hunsrück,hunsrück
distincte,distinct
palma,palma
blob,blob
insultent,insult
crac-crac,crac-crac
apparament,apparently
revêtir,put on
thewildbunch22,Thewildbunch22
rareté,scarcity
slash,slash
ware,ware
maroni,maroni
ugly,ugly
boitait,boxed
gifford,gifford
écrivaine,writer
xxl,xxl
thursday,Thursday
boutonnière,buttonhole
diminuée,diminished
woof,woof
squadra,squadra
shih,shih
roulera,will run
lycee,high school
okita,Okita
avram,avram
clipper,clip
magasiner,shop
dressez,set up
attraperons,will grab
duras,dug
pemberton,pemberton
résolve,resolve
tamika,tamika
tsa,tsa
cocker,cocker
prétentions,claims
verifie,checked
charlton,charleton
résolvent,resolve
stoïque,stoic
réincarner,reincarnate
kyeongseong,kyeongseong
susumu,Susumu
philippine,Philippine
uchida,uchida
oust,oust
analphabète,illiterate
voués,dedicated
construise,built
elyse,elysis
enrichissent,enrich
commandante,commander
imbattables,unbeatable
reddick,reddick
exprimez,express
ridiculises,ridicules
lewicki,lewicki
polanski,Polanski
taciturne,taciturn
angkor,Angkor
franchira,will cross
marshak,Marshak
lamentablement,miserably
m.i.t.,M.I.T.
traines,trains
genovese,Genovese
putride,putrid
balafré,scar
officer,officiate
opérait,operated
ukulélé,ukulele
nourrissons,infants
ossature,framework
consterné,dismayed
allumait,lit
foireuse,frosty
shigeru,shigeru
rosser,rose
déclencheurs,triggers
forestière,forestry
engloutis,swallowed
vaziri,vaziri
privatisation,privatization
tobby,tobby
détestons,haye
nesbitt,nesbitt
tinder,tinder
franchissez,cross
insouciants,carefree
este,este
verbes,verbs
téléconférence,teleconference
provo,provo
conseillée,advised
replonge,plunge
cerfs-volants,kite
illettré,illiterate
milena,milena
silhouettes,silhouettes
deane,deane
shing,shing
incrustée,encrusted
égarement,bewilderment
reveiller,wake
syndiqué,unionized
unissons,unit
lander,lander
ahmadi,ahmadi
renvoyées,referred
vot,vot
conservent,keep
je-ne-sais-quoi,I do not know what
transitoire,transient
sors-les,Get them out
changeante,changing
mieze,Miseze
ivanov,ivanov
rebby,rebby
plies,plies
lui-meme,himself
kojak,kojak
yeager,Yeager
mite,moth
assange,assange
staples,staples
cherchons-nous,Let us look
davos,davos
errait,wandered
greffon,graft
cubitus,ulna
ostrov,ostrov
rarity,rarity
polenta,polenta
kano,kano
cabossé,deceased
falk,falk
mauro,mauro
végétaux,plants
noue,noue
bitcoin,bitcoin
passante,passing
morin,morin
respirais,breathable
réconforté,comforted
autours,output
échangées,exchanged
remportent,win
kmetko,kmetko
admirables,admirable
prompteur,prompter
sens-moi,feel me
obéirez,obey
volcaniques,volcanic
discount,discount
chevalière,signer
pepito,pepito
câblé,cable
bounty,Bounty
connivence,connivance
cerbère,cerberus
hanoukka,hanukka
humaniste,humanist
brûlantes,burning
compterait,would count
lucía,Lucía
empiéter,encroach
rallumez,turn on
craquera,will crack
tenaces,stubborn
teints,dyes
casquer,hook up
tp,TP
millésime,vintage
regrettait,regretted
tient-il,he holds
boxé,boxing
maintiendra,will maintain
irascible,irascible
biberons,bottles
versus,versus
singeries,mongeries
chocolatées,chocolate
collectionnait,collected
hoffmann,hoffmann
cas-ci,case
ultérieurement,later
bou,bou
relatifs,relative
monde-là,world
respectaient,respected
faufilée,sideline
granville,granville
verrat,boar
deva,Deva
macarons,macarons
departement,department
mécréants,disbeliever
dîtes-vous,Tell you
droguées,drugged
arrosée,watered
kirkman,kirkman
avouerai,will admit
tapantes,towering
inexistant,non -existent
choristes,choristers
roulons,rollers
fool,fool
annexes,annexes
gallon,gallon
couveuse,incubator
attitré,official
maintenez-le,hold it
étreintes,hug
tournerai,will turn
chii,chii
nor,nor
neo,neo
frenchie,Frenchie
mishima,mishima
mentionnent,mention
pollue,polluted
hula,hula
attrapper,catch
innovations,innovations
scribe,scribe
utilisions,used
invalides,invalid
sekai,sekai
défonces,smashes
agostino,agostino
matlock,Matlock
désorientation,disorientation
sentiriez,would feel
illimitées,unlimited
marcelle,Marcelle
peignent,paint
contribuent,contribute
mannix,mannix
percival,percival
mundy,mundy
lisière,edge
législatif,legislative
iago,Iago
disher,sayher
urbaines,urban
garfunkel,Garfunkel
optimale,optimal
effectuez,Make
schumann,schumann
bulbe,bulb
confidente,confidante
protège-toi,protect yourself
enchanter,enchant
mikhaïl,mikhail
changeriez,would change
vit-elle,Does she live
mckee,mckee
diggs,diggs
verserai,will pay
corniaud,corniaud
rosy,rosy
hud,hud
répugnantes,repugnant
harmonique,harmonic
plannings,schedules
bakshi,bakshi
badlands,badlands
sep,sep
basiquement,basically
holi,holi
crado,crado
ès,ès
hydratante,moisturizing
éclabousser,splash
cyclistes,cyclists
formels,formal
éradiqué,eradicated
rosamund,rosamund
trouverai-je,will I find
atterrisse,land
pourrisse,rotten
seb,seb
frimousse,bitch
tortionnaire,torturer
fan-club,fan club
plum,plum
écrasait,crushed
merton,Merton
gaffney,gaffney
affecterait,would affect
redirigé,redirected
cobblepot,cobblepot
mémorise,memorize
conduiront,will conduct
birdyben,Birdyben
fairfield,fairfield
ramènerez,will bring back
wilkerson,Wilkerson
apaisement,appeasement
phalange,phalanx
busan,busan
h.r.,H.R.
